,id,name,rating_kp,rating_imdb,votes_kp,votes_imdb,year,genre,director,director_id,countries
46,5436761,Так называемая,8.401,8.4,1312,8,2022,документальный,Альберт Веденеев,10143293,Россия
47,1235996,Дочь рыбака,6.219,0.0,1462,0,2019,драма,Исмаил Сафарали,4539992,"Россия, Азербайджан"
48,4299304,Станиславский. Жажда жизни,7.613,6.7,1444,62,2020,документальный,Юлия Бобкова,4675543,Россия
49,1354766,Последствия войны,5.907,0.0,1486,0,2019,"военный, драма, история","Алексей Беляков, Сейран Тевфиков, Георгий Заозёрский, Иван Касимов","3592575, 3373527, 3378783, 4838436",Россия
50,1008755,The Yard. Большая волна,6.685,0.0,1257,0,2016,"документальный, приключения, спорт","Дмитрий Богданов, Сергей Гильгенберг","4553212, 4553214",Россия
51,281106,"Потапов, к доске!",5.713,5.9,1549,33,2007,"комедия, семейный",Александр Орлов,293954,Россия
52,4936396,Андрей Сахаров. По ту сторону окна…,7.749,0.0,1573,0,2022,документальный,"Дмитрий Завильгельский, Дмитрий Геллер","2878020, 1580167",Россия
53,4433887,Гимн великому городу,7.903,0.0,1472,0,2015,документальный,"Андрей Ефимов, Сергей Дебижев","4105297, 75870",Россия
54,40845,О любви,6.415,5.6,1316,84,2003,мелодрама,Сергей Соловьев,171583,Россия
55,1387177,Сокровенный человек,7.114,0.0,1385,0,2020,"документальный, биография",Рома Либеров,2473158,Россия
56,41450,Время печали ещё не пришло,6.738,6.3,1457,92,1995,драма,Сергей Сельянов,39446,Россия
57,5017052,Свобода в квадрате,7.511,0.0,1526,0,2022,документальный,Анастасия Зверькова,4190883,Россия
58,5042247,Преподы на всю голову,4.76,0.0,1499,0,2022,комедия,Ерзия Ертлес,6403466,Россия
59,4958024,Рэпер,4.46,0.0,1338,0,2022,"драма, криминал",Стас Крючков,6769591,Россия
60,4934473,"Там, где наш дом",8.22,0.0,1342,0,2022,документальный,"Дмитрий Квашнин, Владимир Тарасов, Василий Буйлов","6582459, 6582460, 2474098",Россия
61,5103218,Малые народы большой страны. Камчатский край,8.212,0.0,4261,0,2022,документальный,Яков Юровицкий,6518878,Россия
62,1043591,Форсаж. Возвращение,7.444,0.0,1298,0,2016,документальный,Наталия Гугуева,373146,Россия
63,4624992,Бауманцы Жигули Дубай,7.858,0.0,2443,0,2020,документальный,Матвей Лашко,6549332,Россия
64,4642838,"Камень, ножницы, бумага",5.977,0.0,1467,0,2019,драма,Татьяна Лютаева,273287,Россия
65,420300,Разборчивый жених,6.726,6.7,2281,32,1993,комедия,Сергей Микаэлян,307291,Россия
66,41024,"С днем рождения, Лола!",6.044,6.1,1455,109,2001,комедия,Владимир Щегольков,238516,Россия
67,4393318,Расторгуев,7.938,0.0,1425,0,2021,документальный,Евгения Останина,5326514,Россия
68,1192683,Когда она приходит,5.845,0.0,5701,0,2019,"триллер, фантастика",Александр Цой,2986984,Россия
69,271516,Смеситель,4.413,4.1,1400,19,2003,триллер,Александр Шейн,464131,Россия
70,4446188,Вечное новое,6.367,0.0,2413,0,2021,"криминал, триллер",Андрей Лескин,5849429,"Беларусь, Россия"
71,957766,Арбузные корки,5.026,4.9,1439,38,2016,драма,Борис Гуц,2949699,Россия
72,1282100,Лебединое озеро,6.307,0.0,2203,0,2021,"комедия, драма",Антон Бильжо,2153782,Россия
73,1073236,Короткие волны,4.997,3.0,1527,24,2018,"драма, комедия",Михаил Довженко,3648617,Россия
74,430472,Прогулка по Парижу,5.375,0.0,1716,0,2010,мелодрама,Дмитрий Томашпольский,1039325,Россия
75,793515,Одноклассницы,5.624,0.0,1903,0,2013,мелодрама,Григорий Жихаревич,678180,Россия
76,5135024,Бизнес по-русски,5.455,0.0,2223,0,2022,комедия,Александр Цыренов,4191732,Россия
77,577390,Виктор Астафьев. Весёлый солдат,8.576,0.0,2152,0,2010,документальный,Андрей Зайцев,1815761,Россия
78,4933779,Осанна,8.687,0.0,2185,0,2018,документальный,Алексей Барыкин,4537380,Россия
79,103413,Сдвиг,3.367,3.9,1639,97,2006,боевик,Анна Кельчевская,1145065,Россия
80,1372004,Без срока давности. Да судимы будете!,8.241,0.0,1690,0,2018,"документальный, история",Михаил Елкин,2609972,Россия
81,1297266,Кензели,4.84,0.0,1805,0,2020,"мелодрама, фантастика",Федор Петрухин,277294,Россия
82,637982,Маруся,5.194,7.0,2143,99,2013,драма,Эва Перволовичи,2642176,"Франция, Россия"
83,1370454,Мертвые души. Дело Холостякова,8.003,0.0,1773,0,2015,"документальный, история",Юрий Нехай,6063117,Россия
84,1372005,Профессия — следователь,7.71,0.0,2325,0,2019,документальный,Михаил Елкин,2609972,Россия
85,1399018,Папье-Маше,6.127,0.0,1643,0,2020,"комедия, драма",Виталий Суслин,3226303,Россия
86,447109,Снежная королева,5.767,7.0,1899,61,2006,мелодрама,Елена Райская,266101,Россия
87,432649,Звездочка моя ненаглядная,6.722,0.0,2574,0,2000,мелодрама,Сергей Микаэлян,307291,Россия
88,4957174,Черная гора,4.477,3.7,2612,36,2022,ужасы,"Игорь Каленов, Анна Боровская","231116, 5222393","Казахстан, Россия"
89,1347325,Запрещенные дети,7.714,0.0,2319,0,2019,документальный,Евдокия Москвина,5975578,Россия
90,1006642,24 снега,7.849,0.0,1528,0,2015,документальный,Михаил Барынин,2815775,Россия
91,962498,Андрей Миронов. Обыкновенное чудо,8.105,0.0,2495,0,2007,документальный,Светлана Стасенко,1147634,Россия
92,957794,Прорубь,4.992,0.0,1672,0,2017,"комедия, фантастика",Андрей Сильвестров,1831207,Россия
93,281768,Отрыв,5.808,6.0,1906,140,2007,драма,Александр Миндадзе,224604,Россия
94,4448995,Михаил Зорин. Жизнь продолжается!,8.63,0.0,1859,0,2020,"документальный, история, военный",Пётр Корягин,3747222,Россия
